country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
Thailand,Oishi Group,https://en.wikipedia.org/wiki/Oishi_Group,https://oishigroup.com/index.php,,Confirmed,"Oishi Group Public Company Limited is a food-and-beverage corporate group based in Thailand. It operates chains of Japanese restaurants in Thailand, and produces ready-to-drink tea beverages, mainly under the brand Oishi Green Tea, which are also exported to several international markets. The busine...",2000.0,Thailand,,,
Thailand,Osotspa,https://en.wikipedia.org/wiki/Osotspa,http://osotspa.com,,Confirmed,Osotspa Public Company Limited (Thai: บริษัท โอสถสภา จำกัด (มหาชน)) is a Thai beverage producer of drinks such as M-150 and Shark Energy. It is based in Bangkok.,1891.0,"Bang Kapi, Bangkok, Thailand",,,
Thailand,Red Bull,https://en.wikipedia.org/wiki/Red_Bull,https://www.redbull.com/int-en/,,Confirmed,"Red Bull is a brand of energy drinks created and owned by the Austrian company Red Bull GmbH. It had a global market share of 13% in the energy drink market in 2023 and was the third most valuable soft drink brand in 2021, behind Coca-Cola and Pepsi. Since its launch in 1987, more than 100 billion c...",,,,,
Thailand,Tao Kae Noi,https://en.wikipedia.org/wiki/Tao_Kae_Noi,http://www.taokaenoi.co.th/index.php?&lang=en,,Confirmed,"Tao Kae Noi (Thai: เถ้าแก่น้อย; RTGS: Thao Kae Noi) is a Thai crispy seaweed snack product. It was founded by Itthipat Peeradechapan in 2004. Taokaenoi Food & Marketing PCL (SET: TKN, บริษัท เถ้าแก่น้อย ฟู๊ดแอนด์มาร์เก็ตติ้ง จำกัด) is a food company, manufacturer and distributor of crispy seaweed sn...",,,,,
Thailand,Thai President Foods,https://en.wikipedia.org/wiki/Thai_President_Foods,,http://www.mama.co.th/en/index_main.php,Potential,"Thai President Foods PCL (TF) (Thai: บริษัท ไทย เพรซิเดนท์ ฟูดส์ จำกัด) is a Bangkok-based Thai company established 18 April 1972. It makes the internationally marketed instant noodle brand ""MAMA"" (Thai: มาม่า). Thai President Foods is the largest instant noodle manufacturer in Thailand as of 2020, ...",1972.0,"Bangkok, Thailand",,,24.9 billion baht (2019)
Thailand,Thai Union Group,https://en.wikipedia.org/wiki/Thai_Union_Group,,,Manual Check Required,"Thai Union Group PCL is a Thailand-based producer of seafood based products. It was founded in 1977, and was listed on the Stock Exchange of Thailand (SET) on 22 November 1994. Thai Union operates worldwide with plant facilities in France, Germany, Ghana, Poland, Portugal, Papua New Guinea, Norway, ...",1977.0,"Samut Sakhon, Thailand","Seafood, (, frozen, ,, canned, , chilled)","49,000 (2017)",140 billion baht (2017)
Thailand,ThaiBev,https://en.wikipedia.org/wiki/ThaiBev,http://www.thaibev.com/,,Confirmed,"Thai Beverage Public Company Limited (Thai: บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน)), better known as ThaiBev (Thai: ไทยเบฟ) (SGX: Y92 ), is Thailand's largest and one of Southeast Asia's largest beverage companies, with distilleries in Thailand, UK, and China. It is owned by Thai Chinese billionaire busi...",2003.0,"Bangkok, Thailand",,,340.29 billion baht (2024)
Trinidad and Tobago,Bermudez Biscuit Company,https://en.wikipedia.org/wiki/Bermudez_Biscuit_Company,,https://web.archive.org/web/20070329065437/http://www.bermudezcaribbean.com/,Potential,"The Bermudez Biscuit Company Ltd. is a Trinidadian company located in Mount Lambert Trinidad and Tobago. Founded by Venezuelan brothers Jose Rafael and Jose Angel Bermudez, who migrated from Venezuela to the nearby Port of Spain. Jose Rafael fascinated by technology travelled to Paris for the 1900 W...",,"Mt. Lambert, Port of Spain, Trinidad and Tobago",Biscuits,,
Trinidad and Tobago,Carib Brewery,https://en.wikipedia.org/wiki/Carib_Brewery,http://www.caribbrewery.com/,,Confirmed,"The Carib Brewery Limited is headquartered in Trinidad and Tobago. It produces Carib and Stag beers and a range of shandy products. The main brewery is located in Champs Fleurs, Trinidad, while Carib also has breweries in Saint Kitts and Nevis and Grenada, as well as a United States affiliate brewer...",,"Champs Fleurs, San Juan-Laventille, Trinidad and Tobago",,,
Trinidad and Tobago,Flavorite Ice Cream,https://en.wikipedia.org/wiki/Flavorite_Ice_Cream,http://www.flavoriteicecream.com,,Confirmed,"Flavorite Ice Cream is one of the leading commercial ice cream manufacturers in Trinidad and Tobago. It was formed in 1970 by Vernon Charles. It is also known as Flavorite Foods as well. It is located at Boundary Road, San Juan, Trinidad. It was distributed to retail outlets and also exported to oth...",1970.0,"San Juan, Trinidad and Tobago",Ice Creams,~500,
Trinidad and Tobago,House of Angostura,https://en.wikipedia.org/wiki/House_of_Angostura,http://www.angostura.com/,,Confirmed,"The House of Angostura (English: /æŋɡəˈstjʊərə/), also known as Angostura Limited, is a Trinidad and Tobago company famous for the production of Angostura bitters, invented by the company's founder. The company is also a distiller and is the major producer of rum in Trinidad and Tobago. The company ...",1830.0,"Laventille, Trinidad and Tobago","Rum, ,, bitters, , carbonated soft drinks",,
Trinidad and Tobago,K.C. Confectionery Limited,https://en.wikipedia.org/wiki/K.C._Confectionery_Limited,,http://www.kccandy.com/,Potential,"K.C. Confectionery Limited is one of the largest confectioners in the Caribbean region. Founded in 1922 by Ibrahim Khan as a cottage industry and developed as a factory in 1957, but it was fully automated in the early 1990s. Today 65% of the goods are exported. The main Foreign Markets of this compa...",1922.0,"Couva, Couva–Tabaquite–Talparo, Trinidad",,,
Trinidad and Tobago,Kiss Baking Company Limited,https://en.wikipedia.org/wiki/Kiss_Baking_Company_Limited,,http://www.thebiznizdir.com/Trinidad_and_Tobago/B38/Kiss_Baking_Co_Ltd-Chaguanas.php,Potential,"The Kiss Baking Company Limited is the leading Trinidadian firms that makes and markets packaged bakery goods. The company was founded in 1978. Kiss also acquired the rival company Coelho Baking Industries in 1989. It is located in Chaguanas, Trinidad and Tobago. The products are:",,,,,
Trinidad and Tobago,S. M. Jaleel and Company,https://en.wikipedia.org/wiki/S._M._Jaleel_and_Company,,,Manual Check Required,"SM Jaleel & Company Ltd, also known as SMJ, is the largest manufacturer of non alcoholic drinks in the English speaking Caribbean. Since inception in 1924 their portfolio of beverages are distributed to over 60 countries worldwide.",1924.0,"South Oropouche, Trinidad and Tobago",,,
Trinidad and Tobago,Solo Beverage Company,https://en.wikipedia.org/wiki/Solo_Beverage_Company,,http://www.solobev.com/,Potential,"Solo Beverage Company, also known as Joseph Charles Bottling Works and Investments Ltd., is a soft drink manufacturer in Trinidad and Tobago.",1949.0,"San Juan, Trinidad and Tobago",,,
Turkey,A101,https://en.wikipedia.org/wiki/A101_(company),,,Manual Check Required,"A101 Yeni Mağazacılık A.Ş. or often shortened as A101 is a Turkish retail company founded in 2008, with their headquarters being located at Üsküdar, İstanbul. 79.21% of A101 is owned by Turgut Aydın Holding. It is one of the 3 discount grocery store chains that have locations in all 81 provinces of ...",2008.0,Turkey,,,
Turkey,Apikoğlu,https://en.wikipedia.org/wiki/Apiko%C4%9Flu,http://www.apikoglu.com.tr/,,Confirmed,Apikoğlu Brothers is a family owned and operated meat packing organization founded in Turkey. The company is renowned for its production of sujuk and pastirma. Apikoğlu is the first company to mass-produce meat products in Turkey and serve the demand of its entire national market.,1910.0,"Istanbul, Turkey","Pastirma, and, sujuk",,
Turkey,Banvit,https://en.wikipedia.org/wiki/Banvit,,,Manual Check Required,"Banvit is a feed and poultry producer based in Bandırma, Turkey.",1968.0,Bandırma,Poultry,,US$ 745.62 million (2023)
Turkey,Efes Beverage Group,https://en.wikipedia.org/wiki/Efes_Beverage_Group,,http://www.anadoluefes.com/index.php,Potential,"Anadolu Efes Biracılık ve Malt Sanayii A.Ş. (lit. Anadolu Efes Brewery and Malt Industries) produces and markets beer and malt and non-alcoholic beverages in Turkey, the United States, Russia, the Commonwealth of Independent States (CIS), Europe, Central Asia and the Middle East. Anadolu Efes is a m...",1966.0,"Istanbul, Turkey","Beers, ,, Low Alcohol Drinks, ,, Soft drinks","10,000 (2023)",US$ 6.70 billion  (2024)
Turkey,Gulsan,https://en.wikipedia.org/wiki/Gulsan,,http://www.gulsangida.com,Potential,"Gülsan is a Turkish food manufacturing company established in 1948. The company is based in the industrial zone of Kayseri. The company produces jam, marmalade and halva while frozen fruits and vegetables, fruit concentrate and paste are produced through one of Gülsan's brands, Ozgul Gida A.S. Froze...",,,,,
Turkey,Mado,https://en.wikipedia.org/wiki/Mado_(food_company),,,Manual Check Required,"MADO is a Turkish ice cream and pastry brand that has about 300 outlets in Turkey and 22 other countries around the world. The brand gets its name from two words: ""Maraş"", the former name of the city where the firm is originated; and ""Dondurma"", the Turkish sort of ice-cream.",1850.0,"Kahramanmaraş, Turkey","Ice-cream, cake,, börek, , breakfast",,
Turkey,TEKEL,https://en.wikipedia.org/wiki/Tekel,https://web.archive.org/web/20070607151947/http://www.tekel.gov.tr/english/,,Confirmed,"Tekel A.Ş. (Turkish, literally single-hand or monopoly and generally capitalised as TEKEL) was a Turkish tobacco and alcoholic beverages company. It was nationalised in 1925 from a parastatal (government owned/controlled) company, the Régie. A joint foreign and Ottoman consortium, the Régie was shor...",1862.0,"Istanbul, Turkey",Cigarettes,"10,000",$3.6 billion USD (2004)
Turkey,Tekel Birası,https://en.wikipedia.org/wiki/Tekel_Biras%C4%B1,,https://web.archive.org/web/20050210202822/http://www.tekelbirasi.com/,Potential,"Tekel Birası is a Turkish beer brand. Having first been brewed in Bomonti, Istanbul in 1890, it is known as the oldest brewery brand in the country. Tekel Birası was a state monopoly brand until 2004. Following the privatisation, the era of Tekel state monopoly has ended and now production is under ...",,,,,
Turkey,Ülker,https://en.wikipedia.org/wiki/%C3%9Clker,https://www.ulker.com.tr/en,,Confirmed,"Ülker is a Turkish multinational food and beverage manufacturer based in Istanbul, Turkey. Its products are exported internationally, to 110 countries. Ülker's core products are biscuits, cookies, crackers, and chocolates, although it has expanded to other categories. Ülker received the ""Candy Compa...",1944.0,"Istanbul, Turkey","Baby food, ,, breakfast cereals, coffee, confectionery,, dairy products, ,, ice cream, and, soft drink","10,154 (2023)",US$ 2.30 billion (2024)
Turkey,Yıldız Holding,https://en.wikipedia.org/wiki/Y%C4%B1ld%C4%B1z_Holding,,,Manual Check Required,"Yıldız Holding is a Turkish conglomerate that is best known for manufacturing food products. The company also produces other consumer goods and has its own retail, private equity and real estate operations. Yıldız Holding is among the largest food manufacturers in CEEMEA (Europe, the Middle East, an...",1944.0,"Istanbul, Turkey","Biscuits, ,, chocolate, ,, cakes, ,, candies, ,, chewing gums, ,, frozen foods, ,, processed meats, ,, oil, ,, personal care","80,000 (2023)",US$ 13.5 billion  (2023)
Ukraine,Chumak,https://en.wikipedia.org/wiki/Chumak_(company),,https://web.archive.org/web/20180702072013/http://en.chumak.com/,Potential,"Chumak (Ukrainian: Чумак) is a Swedish–Ukrainian food processing company in Kakhovka, Kherson Oblast. It is today one of Ukraine's biggest food processing companies and has commercial offices in Kyiv, Minsk and Moscow. Among its products are ketchup, mayonnaise, pasta, salad dressings, cooking sauce...",,,,,
Ukraine,Khortytsia,https://en.wikipedia.org/wiki/Khortytsia_(company),https://en.khortytsa.com,,Confirmed,"Khortytsia or Khortytsa (Ukrainian: Хортиця, pronounced ) is a Ukrainian vodka produced at the Khortytsa Distillery in Zaporizhzhia and owned by the Kyiv-based alcohol holding Global Spirits. . Khortytsia markets vodka in the United States under the brand name Khor. The label is named after Khortyts...",2003.0,"Ukraine, Zaporizhzhia, Zaporizhzhia Oblast, Ukraine","Horilka, ,, Vodka, ,, Alcoholic beverages","1,600",
Ukraine,Konti Group,https://en.wikipedia.org/wiki/Konti_Group,,,Manual Check Required,KONTI Group (Ukrainian: Група «Конті») is one of the largest manufacturers of confectionery products in Ukraine. It was founded in 1997 and is one of the industry leaders. Kostiantynivka Confectionery Factory is also part of the Company. The company’s portfolio includes 200 items including sandwich ...,1997.0,"Kostiantynivka, Donetsk Oblast, Ukraine",,,
Ukraine,Kremenchukm'yaso,https://en.wikipedia.org/wiki/Kremenchukm%27yaso,https://web.archive.org/web/20110715232212/http://www.krm.com.ua/en/flash.php,,Confirmed,OJSC Kremenchukmyaso (Ukrainian: ПрАТ Кременчукм’ясо) is a Ukrainian Private Joint-stock Company that belongs to a Finances and Credit Group . The company is located in Kremenchuk. It specializes in meat products and manufactures products under the Kremenchukmyaso brand.,1913.0,"Kremenchuk, Ukraine",,,
Ukraine,Nemiroff,https://en.wikipedia.org/wiki/Nemiroff,,,Manual Check Required,"Nemiroff is a Ukrainian vodka brand. It is one of the world's largest producers of alcohol, with its products sold in more than 81 countries. The company is one of the top three world leaders in supplying vodka to duty-free shops. Nemiroff's production and bottling plants are located in its namesake...",,,,,
Ukraine,Obolon,https://en.wikipedia.org/wiki/Obolon_(company),,http://www.obolon.com/,Potential,"Obolon Joint Stock Company (Ukrainian: ПАТ ""Оболонь"") is a major Ukrainian producer of beverages: beer, low alcohol drinks (cocktails), soda drinks and locally extracted natural mineral water, as well as a major malt producer. Based in Kyiv, Obolon JSC has sites across Ukraine and employs several th...",1980.0,"Kyiv, Ukraine","beer, sodas, cocktails, mineral water","6,500 (2010)",₴4.5 billion (2010)
Ukraine,Roshen,https://en.wikipedia.org/wiki/Roshen,,,Manual Check Required,"Roshen Confectionery Corporation (Ukrainian: Кондитерська корпорація «Рошен», romanized: Kondyterska korporatsiia ""Roshen"") is a Ukrainian confectionery manufacturing group. It operates facilities in the Ukrainian cities of Kyiv, Vinnytsia, Ivankiv, and Kremenchuk, as well as in Budapest, Hungary, a...",1996.0,"Kyiv, Ukraine",350 various types of confectionery,"10,000 (2012, including subsidiaries)",€803 million (2023)
Ukraine,Sandora,https://en.wikipedia.org/wiki/Sandora,,,Manual Check Required,"Sandora LLC (Ukrainian: Сандора) is a Ukrainian juice company based in Mykolaiv, Ukraine. Founded in 1995, the company currently holds a 47 percent share of the Ukrainian juice market. In September 2007, American-based PepsiCo, Inc. purchased 80 percent ownership of Sandora's company holdings. In No...",1995.0,"Mykolaiv Oblast, Ukraine",Juice,,
Ukraine,Svitoch,https://en.wikipedia.org/wiki/Svitoch,http://www.nestle.ua/brands/pastry/svitoch,,Confirmed,"Svitoch (Ukrainian: Світоч) is a Lviv-based Ukrainian confectionery manufacturer. It is owned by Nestlé since 1998. The company produces chocolate, chocolate candy, lollipops and many other types of candy.",1962.0,"Lviv, Ukraine",,,
Ukraine,Yarych Confectionery,https://en.wikipedia.org/wiki/Yarych_Confectionery,http://www.yarych.com,,Confirmed,"Yarych Confectionery Ltd (Ukrainian: ТОВ «Кондитерська фабрика ""Ярич""») is a manufacturer of semi-sweet biscuits and crackers in Staryi Yarychiv, Lviv Raion, Lviv Oblast, Ukraine. The main products of the company are semi-sweet biscuits and crackers. Their biscuits are known under the Maria Classic ...",1986.0,"Staryi Yarychiv, Ukraine",semi-sweet biscuits and cracker,"2,361 (2025)","1,093,563,000 hryvnia (2025)"
Ukraine,ZhL,https://en.wikipedia.org/wiki/ZhL,http://www.sladosti.com.ua,,Confirmed,"Zhytomyr confectionery (""ZhL""), also referred to as ""ALC ZhL,"" is a part of Confectionery Factory ZhL Group, a Ukrainian manufacturer of confectionery products. The factory was founded in 1994. ALC ZhL is the successor of CJSC (“Zhytomyrski Lasoshchi”;Ukrainian: Житомирські Ласощі).",1944.0,"Zhytomyr, Ukraine","Chocolate bars, , boxed sweets",1600,
United Kingdom,2 Sisters Food Group,https://en.wikipedia.org/wiki/2_Sisters_Food_Group,https://www.2sfg.com,,Confirmed,"2 Sisters Food Group, a subsidiary of Boparan Holdings Ltd, is a privately owned food manufacturing company with head offices in Birmingham, England primarily focusing on private label manufacturing for retailer and food service markets. Established in 1993 by entrepreneur Ranjit Singh Boparan as a ...",1993.0,"Colmore Row, Birmingham, England, UK","Poultry,, biscuits, , chilled, frozen and bakery products","18,000",£2.69 billion
United Kingdom,A. E. Rodda & Son,https://en.wikipedia.org/wiki/A._E._Rodda_%26_Son,,,Manual Check Required,"Rodda's is a dairy company in Scorrier, Cornwall, United Kingdom, known for clotted cream.",1890.0,"Scorrier, Cornwall, England","Clotted cream, butter, dairy products",,
United Kingdom,A.G. Barr,https://en.wikipedia.org/wiki/A.G._Barr,https://www.agbarr.co.uk,,Confirmed,"A.G. Barr p.l.c, commonly known as Barr's, is a soft drink and energy drink manufacturer based in Cumbernauld, Scotland. It is widely known for manufacturing the drink Irn-Bru. The company is listed on the London Stock Exchange (LSE) and is a constituent of the FTSE 250 Index.",1875.0,"Cumbernauld, Scotland",,981 (2025),£ 437.3 million (2026)
United Kingdom,A. L. Simpkin & Co. Ltd,https://en.wikipedia.org/wiki/A._L._Simpkin_%26_Co._Ltd,,,Manual Check Required,"A. L. Simpkin & Co. Ltd are a company of confectionery makers based in Sheffield, England. The firm's premises are located on Hunter Road in the Hillsborough area of the city.",,,,,
United Kingdom,Antonelli Bros Ltd,https://en.wikipedia.org/wiki/Antonelli_Bros_Ltd,http://antonelli.co.uk/,,Confirmed,"Antonelli Bros Ltd are a manufacturer of ice cream cones and wafers, based in Eccles, Greater Manchester.",,,,,
United Kingdom,Associated British Foods,https://en.wikipedia.org/wiki/Associated_British_Foods,https://www.abf.co.uk,,Confirmed,"Associated British Foods plc (ABF) is a British multinational food processing and retailing company headquartered in London, England. Its ingredients division is the world's second-largest producer of both sugar and baker's yeast and a major producer of other ingredients including emulsifiers, enzym...",1935.0,"London, England, UK","Food, ingredients","138,000 (2025)",£ 19.459 billion (2025)
United Kingdom,Bakkavör,https://en.wikipedia.org/wiki/Bakkav%C3%B6r,,https://www.bakkavor.com,Potential,"Bakkavör Group plc (originally Bakkavör) was an international food manufacturing company specialising in fresh prepared foods. With its headquarters in London, England, it operated 43 manufacturing sites in the UK, US, and previously China. Previously listed on the London Stock Exchange (LSE), it wa...",1986.0,"London, England, UK","Ready meals, soups, sauces, prepared fruits and vegetables, salads, desserts, dips, pizzas","c. 17,450 (2025)","£ 2,292.7 million (2024)"
United Kingdom,Bates Dairy,https://en.wikipedia.org/wiki/Bates_Dairy,,https://web.archive.org/web/20110127190645/http://www.batesdairy.co.uk/index.html,Potential,"Bates Dairy is a large family run dairy based in Southport, Merseyside, which has been delivering milk to homes since 1939. It delivers milk to over 10,000 customers and is one of the oldest dairies in the area. Bates Dairy is one of the largest independent dairies in Britain, with over 20 electric ...",1939.0,"Southport, United Kingdom","Milk, cream, butter, cheese, yoghurts, eggs, bread, juice, soft drinks",,
United Kingdom,Baxters,https://en.wikipedia.org/wiki/Baxters,https://www.baxters.com,,Confirmed,"Baxters Food Group Limited, (trading as Baxters), is a food processing company, based in Fochabers, Scotland. It produces foods such as canned soups, canned meat products, sour pickles, sauces, vinegars, antipasto, chutneys, fruit preserves and salad and meat condiments. The corporate headquarters a...",1868.0,"Edinburgh, Scotland","Canned meat,, Condiments, ,, Fruit preserves, ,, Soup","1,500  (2016)",£248.6 million  (2016)
United Kingdom,Ben's Cookies,https://en.wikipedia.org/wiki/Ben%27s_Cookies,http://www.benscookies.com/,,Confirmed,"Ben's Cookies is an international chain of shops that bake and sell cookies. After making cookies at home, Helge Rubinstein opened a stall to sell them in Oxford's Covered Market in 1984. The cookies can usually be purchased warm as they are baked on-site in the shops. The first store was in Oxford'...",,,,,
United Kingdom,Benugo,https://en.wikipedia.org/wiki/Benugo,https://www.benugo.com,,Confirmed,"Benugo (benúːgoʊ) is a British catering company. It operates high street cafes, restaurants, dining spaces inside public buildings as well as in-house corporate cafes. As of March 2014, Benugo had more than 70 individual locations; most of these are in London, with some locations outside including B...",1998.0,"London, England",,,
United Kingdom,Bernard Matthews Ltd,https://en.wikipedia.org/wiki/Bernard_Matthews_Ltd,http://www.bernardmatthews.com/,,Confirmed,"Bernard Matthews Foods Limited is a British farming and food products business which specialises in turkey products. Founded by Bernard Matthews in 1950, it has 56 farms throughout Norfolk, Suffolk and Lincolnshire farming nearly 7 million turkeys each year. It also has poultry production operations...",1950.0,"Great Witchingham, Norfolk, England (1955–2024)",Turkey products,"2,575",£ 341.4 million (12 months ended 1 July 2012)
United Kingdom,Bompas & Parr,https://en.wikipedia.org/wiki/Bompas_%26_Parr,http://bompasandparr.com/,,Confirmed,"Bompas & Parr is a British food and beverage company focused on creating food art using gelatin desserts, colloquially called jellies. It was founded June 2007 by Sam Bompas and Harry Parr. The company uses food moulds to make edible decorations shaped like buildings and other architectural structur...",,,,,
United Kingdom,Booker Group,https://en.wikipedia.org/wiki/Booker_Group,https://www.booker.co.uk,,Confirmed,Booker Group Limited is a British wholesale distributor. It is a subsidiary of Tesco plc who purchased the company for £3.7 billion in 2018.,1835.0,"Wellingborough, England, UK","Cash and carry, outlets",,
United Kingdom,Brace's Bakery,https://en.wikipedia.org/wiki/Brace%27s_Bakery,,,Manual Check Required,Brace's Bakery is a Crumlin-based Welsh bakery and bakery products brand.,1902.0,"Crumlin, Caerphilly, Wales","Bread, ,, cakes, ,, crumpets, ,, teacakes, Welsh cakes",285 (2023),£ 37.1 million (2023)
United Kingdom,Brains Brewery,https://en.wikipedia.org/wiki/Brains_Brewery,https://www.sabrain.com,,Confirmed,"Brains (S. A. Brain & Company Ltd.) is a regional brewery based in Cardiff, Wales. It was founded in 1882 by Samuel Arthur Brain. At its peak, the company controlled more than 250 pubs in South Wales (particularly in Cardiff), Mid Wales and the West Country but the brewer sold most of its pub estate...",1882.0,"Cardiff, Wales",Beer,,
United Kingdom,Britvic,https://en.wikipedia.org/wiki/Britvic,http://www.britvic.co.uk,,Confirmed,"Britvic Ltd is a British producer of soft drinks based in Hemel Hempstead, England. It produces soft drinks under the Britvic name, including the famous Britvic Orange, as well as several other brands. The original Britvic Company was founded during the 1930s as the British Vitamin Products Company,...",1938.0,"Hemel Hempstead, England, UK","Licensee:, 7Up, Mountain Dew, Pepsi, Gatorade, Lipton","4,808 (2024 - plc)","£ 1,899 million (2024 - plc)"
United Kingdom,Burton's Biscuit Company,https://en.wikipedia.org/wiki/Burton%27s_Biscuit_Company,http://www.burtonsbiscuits.com/,,Confirmed,Burton's Biscuit Company is a British biscuit manufacturer. It is recognised in the United Kingdom as the second-biggest supplier of biscuits. The company was formed by the merger of Burton's Gold Medal Biscuits and Horizon Biscuit Company in October 2000. It re-branded from Burton's Foods to Burton...,1935.0,"St Albans, United Kingdom",,,
United Kingdom,Charbonnel et Walker,https://en.wikipedia.org/wiki/Charbonnel_et_Walker,http://www.charbonnelchocolates.com,,Confirmed,"Charbonnel et Walker Chocolatier is a British firm of chocolate makers based in Bond Street, London.",1875.0,"London, United Kingdom",Chocolate,,
United Kingdom,Clark's Pies,https://en.wikipedia.org/wiki/Clark%27s_Pies,http://www.clarkspies.co.uk/,,Confirmed,"Clark's Pies, also colloquially nicknamed ""Clarkies"" or ""Clarksies,"" are well-known meat pies that originated in Cardiff, and can now be found in Bristol and the South of Wales.",1909.0,"Bristol, England",Pies,,
United Kingdom,Co-op Food,https://en.wikipedia.org/wiki/Co-op_Food,,http://www.coop.co.uk/food/,Potential,"Co-op is a UK supermarket chain and the brand used for the food retail business of The Co-operative Group, one of the world's largest consumer co-operatives. As the UK's seventh largest food retailer, Co-op operates nearly 2,400 food stores. It also supplies products to over 6,000 other stores, incl...",1850.0,"Manchester, United Kingdom",,,£7.8 billion (2022)
United Kingdom,Compass Group,https://en.wikipedia.org/wiki/Compass_Group,https://www.compass-group.com/,,Confirmed,"Compass Group plc is a British multinational contract foodservice company headquartered in Chertsey, England. It is the largest contract foodservice company in Europe, employing over 580,000 people as of July 2025. It serves meals in locations including offices and factories, schools, universities, ...",1941.0,"Chertsey, England, UK",,"580,000 (July 2025)",£ 46.070 billion (2025)
United Kingdom,Cook Trading,https://en.wikipedia.org/wiki/Cook_Trading,http://www.cookfood.net,,Confirmed,"Cook (stylized as COOK, officially Cook Trading Ltd) is a Sittingbourne, England–based manufacturer and retailer of frozen ready meals, founded in 1997 by Edward Perry and Dale Penfold.",1997.0,Sittingbourne,Food,,
United Kingdom,Cooplands,https://en.wikipedia.org/wiki/Cooplands,https://www.cooplands-bakery.co.uk,,Confirmed,"Coopland & Son (Scarborough) Limited (trading as Cooplands) is an English bakery chain founded in 1885. The chain predominantly operate takeaway outlets across Yorkshire, Lincolnshire, Nottinghamshire and County Durham.",1885.0,"Eastfield, England","Sandwiches, pasties, pastries, cakes, bread",,
United Kingdom,Cranswick plc,https://en.wikipedia.org/wiki/Cranswick_plc,,http://www.cranswick.plc.uk/,Potential,"Cranswick plc is a United Kingdom food producer and supplier of premium, fresh and added-value food products. The company is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index.",1972.0,"Hull, England",,,"£ 2,982.5 million (2026)"
United Kingdom,Dairy Crest,https://en.wikipedia.org/wiki/Dairy_Crest,,,Manual Check Required,"Saputo Dairy UK, the trading name of Dairy Crest Limited, is a British dairy products company. It was created in 2019 when the Canadian company Saputo Inc bought Dairy Crest. Dairy Crest itself was created in 1981 as a spin-off of the Milk Marketing Board. Its brands include Saputo Dairy UK, Cathedr...",1981.0,"Weybridge, Surrey, United Kingdom","Cathedral City (cheese), Clover, Petits Filous","1,097 (2018)",£456.8 million (2018)
United Kingdom,Delamere Dairy,https://en.wikipedia.org/wiki/Delamere_Dairy,http://www.delameredairy.co.uk/,,Confirmed,"Delamere Dairy is a UK-based company founded in 1985, producing goat milk and other dairy products such as cheeses and yoghurts, sold in supermarkets and other outlets nationally as well as in Ireland, Italy, China, Hong Kong, Singapore, Thailand, Middle East and Caribbean. Delamere Dairy is a membe...",1985.0,"Knutsford, United Kingdom",Dairy products,,
United Kingdom,Devro,https://en.wikipedia.org/wiki/Devro,http://www.devro.com/,,Confirmed,"Devro plc is a multinational company with a registered office in Moodiesburn, Chryston, Scotland which manufactures and distributes goods derived from collagen, principally Sausage casings, a product in which it is the world leader. The firm also produces films, casings, and other specialised collag...",1950.0,"Moodiesburn, Chryston, Scotland","Collagen, sausage and cooked meat casings, ; collagen, films, and casings for the, medical, and, cosmetics, industries",,£ 252.4 million (2021)
United Kingdom,Dietary Foods Ltd,https://en.wikipedia.org/wiki/Dietary_Foods_Ltd,,,Manual Check Required,"Dietary Foods Ltd is a UK company that manufactures many food product lines including Sweet'N Low sweetener products for the EMEA, APAC and Latin America regions. It was founded in 1971 and is located in Soham, Cambridgeshire, England.",,,,,
United Kingdom,Divine Chocolate,https://en.wikipedia.org/wiki/Divine_Chocolate,,http://www.divinechocolate.com/uk,Potential,"Divine Chocolate Limited is a British purveyor of Fairtrade chocolate. It was originally established in the United Kingdom in 1998 as a company limited by shares co-owned by the Kuapa Kokoo cocoa farmers' co-operative in Ghana, Twin Trading and The Body Shop, with support from Christian Aid and Comi...",1998.0,United Kingdom,Chocolate,,
United Kingdom,Druckers Vienna Patisserie,https://en.wikipedia.org/wiki/Druckers_Vienna_Patisserie,http://druckers.co.uk,,Confirmed,"Drucker's Vienna Patisserie is a chain of pâtisseries in the United Kingdom. It was founded by Andre Drucker in 1964, for the purpose of introducing the people of his adopted city of Birmingham to the pâtisseries he had known when he was a young man in Vienna. As of 2009 there are 42 sites throughou...",,,,,
United Kingdom,F. Duerr & Sons,https://en.wikipedia.org/wiki/F._Duerr_%26_Sons,,,Manual Check Required,"F. Duerr & Sons Ltd. is an independent British manufacturer of jam, marmalade, peanut butter and preserves, based in Wythenshawe, Manchester, England. Founded in 1881 by Frederick Duerr, and originally based at his home in Heywood, Lancashire, the company moved to premises at Guide Bridge, Audenshaw...",1881.0,"Wythenshawe, Manchester","Jam, ,, marmalade, and, peanut butter",,
United Kingdom,Fiendish Feet,https://en.wikipedia.org/wiki/Fiendish_Feet,,https://www.hypnogoria.com/orrible_fiendishfeet1.html,Potential,"Fiendish Feet was a brand of low fat dairy yogurts aimed at children, produced by St Ivel in the late 1980s and early 1990s. The yoghurt pots had printed faces on the front and were moulded with feet on the bottom.",,,,,
